imdbid,title,IMDB_Score,genres,poster_link
93,The Secret Life of Pets 2 (2019),6.5,"Animation, Adventure, Comedy","https://m.media-amazon.com/images/M/MV5BMzdlMWQzZmItMDA5Ny00MGFjLTk0MDAtYjgzMmMyNTEwMzdhXkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_UX67_CR0,0,67,98_AL_.jpg"
94,One Piece_ Stampede (2019),8.5,"Animation, Action, Adventure","https://m.media-amazon.com/images/M/MV5BMjNlZDIwYzUtY2UwNS00NjA4LWEyYjEtYWQyZmZjMzU3MWE1XkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_UY98_CR1,0,67,98_AL_.jpg"
95,Cuck (2019),2.8,"Crime, Drama, Thriller","https://m.media-amazon.com/images/M/MV5BYjdkZjQ3NTctY2E0Ni00Njc4LTlmZWItZDlkMmZhNTRiOGQxXkEyXkFqcGdeQXVyMjIwNTg2ODA@._V1_UX67_CR0,0,67,98_AL_.jpg"
96,Ma (2019),5.6,"Horror, Thriller","https://m.media-amazon.com/images/M/MV5BMTA2MjA3ODU0NjBeQTJeQWpwZ15BbWU4MDE3NTQxNDcz._V1_UX67_CR0,0,67,98_AL_.jpg"
97,The Day Shall Come (2019),5.8,"Comedy, Crime","https://m.media-amazon.com/images/M/MV5BZGY1ZDRiZmEtMzY3YS00OWM1LThhOGUtNjAyMjA3YjE3ZTQxXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_UX67_CR0,0,67,98_AL_.jpg"
98,The Good Liar (2019),,Drama,"https://m.media-amazon.com/images/M/MV5BN2VhNTY5ZTUtYzc1NC00NjUyLWI1NDQtYWE3YmJlNjQ3OGVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
99,The Death of Dick Long (2019),6.2,"Comedy, Crime, Drama","https://m.media-amazon.com/images/M/MV5BOTQ3ZjZhZjAtNWRkNy00NWQ3LWJlMDgtMTExYmY5NTc0MWY2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
100,Haunt (2019),6.3,"Horror, Thriller","https://m.media-amazon.com/images/M/MV5BODczNzBhOWMtZGNlOS00YjBhLWI2ZDgtMzA2MjFkZmJhNTNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
101,The Hustle (2019),5.4,"Comedy, Crime","https://m.media-amazon.com/images/M/MV5BMTc3MDcyNzE5N15BMl5BanBnXkFtZTgwNzE2MDE0NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
102,Pokรฉmon Detective Pikachu (2019),6.7,"Action, Adventure, Comedy","https://m.media-amazon.com/images/M/MV5BNDU4Mzc3NzE5NV5BMl5BanBnXkFtZTgwMzE1NzI1NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
103,A Rainy Day in New York (2019),6.9,"Comedy, Romance","https://m.media-amazon.com/images/M/MV5BODAwZDlhZjUtYzM2MS00MGVmLWFjNWMtODc5NjM2OTNkNjExXkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
104,Inside Man_ Most Wanted (2019),5.4,Action,"https://m.media-amazon.com/images/M/MV5BOWQ1ODU3NjgtNmE0Ni00YWU5LWE0N2YtMTA1MjZjNjdkMmVhXkEyXkFqcGdeQXVyMTA2Mjc5NjA1._V1_UY98_CR1,0,67,98_AL_.jpg"
105,The Informer (2019),6.6,"Crime, Drama","https://m.media-amazon.com/images/M/MV5BN2YyYTgxYmYtNjg3My00YzI4LWJlZWItYmZhZGEyYTYxNWY3XkEyXkFqcGdeQXVyMjAwNTYzNDg@._V1_UX67_CR0,0,67,98_AL_.jpg"
106,Last Christmas (2019),,"Comedy, Drama, Romance","https://m.media-amazon.com/images/M/MV5BNTQ4ZmY0NjgtYzVhNy00NzhiLTk3YTYtNzM1MTdjM2VhZDA3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
107,Marriage Story (2019),8.1,"Comedy, Drama","https://m.media-amazon.com/images/M/MV5BY2FmNjZmNzgtZGM3MC00ZjIxLTliMTItMjlmMDY1MmNlZmQ3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
108,Official Secrets (2019),7.3,"Biography, Drama, Romance","https://m.media-amazon.com/images/M/MV5BZjY1NWYwZmEtNGE3Ny00YTZhLThmZTMtNGI2MDY0MGU5YmJlXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_UX67_CR0,0,67,98_AL_.jpg"
109,Hellboy (2019),5.2,"Action, Adventure, Fantasy","https://m.media-amazon.com/images/M/MV5BODdkMDQzMzItZDc4YS00OGM4LTkxNTQtNjUzNzU0ZmJkMWY2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX67_CR0,0,67,98_AL_.jpg"
110,Isn't It Romantic (2019),5.9,"Comedy, Fantasy, Romance","https://m.media-amazon.com/images/M/MV5BZGE1NGYxOWItODdmMy00NWNhLTgxZmMtYmVjYmViMGI0NTdmXkEyXkFqcGdeQXVyNzE2MTQyMzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
111,Cats (2019),,"Animation, Comedy, Drama","https://m.media-amazon.com/images/M/MV5BNjRlNTY3MTAtOTViMS00ZjE5LTkwZGItMGYwNGQwMjg2NTEwXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
112,Mermaid Down (2019),3.7,"Fantasy, Horror, Mystery","https://m.media-amazon.com/images/M/MV5BYmU5ZTVlNGMtNDM0Mi00MDJkLTg4ODgtODg1MjZmODlkNDNjXkEyXkFqcGdeQXVyOTM0NzA5MTI@._V1_UX67_CR0,0,67,98_AL_.jpg"
113,Dora and the Lost City of Gold (2019),6.1,"Adventure, Family","https://m.media-amazon.com/images/M/MV5BOTVhMzYxNjgtYzYwOC00MGIwLWJmZGEtMjgwMzgxMWUwNmRhXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
114,Little Women (2019),,"Drama, Romance","https://m.media-amazon.com/images/M/MV5BMGVkNWNhNTctMDU3OS00Mjk1LTgwMWYtMzc3ZDVhNTEwNmE1XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UY98_CR40,0,67,98_AL_.jpg"
115,Kabir Singh (2019),7.3,"Drama, Romance","https://m.media-amazon.com/images/M/MV5BOTIyMTNkMWQtZDJlYi00OGJmLTliN2MtOGE0YjY4NzFiYTNmXkEyXkFqcGdeQXVyOTAzMTc2MjA@._V1_UY98_CR2,0,67,98_AL_.jpg"
116,Shaft (2019),6.4,"Action, Comedy, Crime","https://m.media-amazon.com/images/M/MV5BNmExNGZmYzItZTMzMi00YWJjLWJkYmQtMDg5MjgzYjYyZDk1XkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_UX67_CR0,0,67,98_AL_.jpg"
117,Paradise Hills (2019),6.4,"Fantasy, Sci-Fi, Thriller","https://m.media-amazon.com/images/M/MV5BMmQwY2QwZjgtNDgxNy00YTM2LWEzNjQtMjI0YjQ5ZGM0OGY1XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UX67_CR0,0,67,98_AL_.jpg"
118,A Beautiful Day in the Neighborhood (2019),7,"Biography, Drama","https://m.media-amazon.com/images/M/MV5BZDM3MTAzYTUtYmFiYi00Yzg0LTk4NGMtYzNkYTkxOWI1YjZhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY98_CR5,0,67,98_AL_.jpg"
119,Primal (2019),,Action,"https://m.media-amazon.com/images/M/MV5BZThhM2Y1NjItMGE1NS00NWQ4LTliM2ItZDA5ZDNjYjk0YTE0XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UX67_CR0,0,67,98_AL_.jpg"
120,"Extremely Wicked, Shockingly Evil and Vile (2019)",6.6,"Biography, Crime, Drama","https://m.media-amazon.com/images/M/MV5BMjM4ZjY5ZmQtNjUwYi00Yzk2LWIwNmMtYTg1NmU0MWExZTMzXkEyXkFqcGdeQXVyMTg2MDEyMzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
121,The Personal History of David Copperfield (2019),6,"Comedy, Drama","https://m.media-amazon.com/images/M/MV5BNzc0YzAzNzItNGVmZi00ZjNhLTk5NTItNmQ4NmQ5MGQxMmZiXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
122,The Professor and the Madman (2019),7.3,"Biography, Drama, Mystery","https://m.media-amazon.com/images/M/MV5BNjRjNWIxMWMtNzcxYi00NDYyLWFmMzAtZTRiZWZhZDMwZmVkXkEyXkFqcGdeQXVyMjExMDE1MzQ@._V1_UY98_CR1,0,67,98_AL_.jpg"
123,Portrait of a Lady on Fire (2019),8.3,"Drama, History, Romance","https://m.media-amazon.com/images/M/MV5BNjgwNjkwOWYtYmM3My00NzI1LTk5OGItYWY0OTMyZTY4OTg2XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
124,Bombshell (2019),,"Biography, Drama","https://m.media-amazon.com/images/M/MV5BODA0NTc5OTMtODIzMS00NDAzLWE0NWQtNGNkOWU1YWFjNzU3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
125,Murder Mystery (2019),6,"Action, Comedy, Crime","https://m.media-amazon.com/images/M/MV5BNTA2YTI5YjUtZWI4Zi00NWQ5LWFiYmEtOTBmNTUyNDAwNjllXkEyXkFqcGdeQXVyNjIzNzM4NzA@._V1_UX67_CR0,0,67,98_AL_.jpg"
126,Five Feet Apart (2019),7.2,"Drama, Romance","https://m.media-amazon.com/images/M/MV5BNzVmMjJlN2MtNWQ4Ny00Zjc2LWJjYTgtYjJiNGM5MTM1ZTlkXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX67_CR0,0,67,98_AL_.jpg"
127,Light of My Life (2019),6.6,"Drama, Sci-Fi","https://m.media-amazon.com/images/M/MV5BM2FmMGNiODgtNTAyMy00N2VlLWEyODEtNDViMmRkZDA5Nzc3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
128,Fighting with My Family (2019),7.1,"Biography, Comedy, Drama","https://m.media-amazon.com/images/M/MV5BNWM0NGUxMzUtMjRlZS00OWZlLTlkZDMtMzJhOWVmZDY2ODczXkEyXkFqcGdeQXVyOTQxNzM2MjY@._V1_UX67_CR0,0,67,98_AL_.jpg"
129,Harriet (2019),5.7,"Biography, Drama, History","https://m.media-amazon.com/images/M/MV5BNmE1Y2JjMDEtZDAyOC00NjFiLWJlNjAtMjA3MDMzZGUxMDViXkEyXkFqcGdeQXVyMTA2MDQ3MTQ3._V1_UX67_CR0,0,67,98_AL_.jpg"
130,Weathering with You (2019),7.8,"Animation, Drama, Fantasy","https://m.media-amazon.com/images/M/MV5BMGI4Y2JjMzktZmYzNi00MWM1LTlmNzQtYjQ0ZDZmYmM3YjA4XkEyXkFqcGdeQXVyNzE5ODMwNzI@._V1_UY98_CR0,0,67,98_AL_.jpg"
131,The Laundromat (2019),6.3,Drama,"https://m.media-amazon.com/images/M/MV5BMGQ1MDgxMWMtMjMzNC00YmE4LWJhNjctNGU4ZDk3MWY0ZGFkXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_UY98_CR0,0,67,98_AL_.jpg"
132,Over The Moon In Love (2019),6.5,Romance,"https://m.media-amazon.com/images/M/MV5BOTBkODUzMTYtNDVlYy00YWYwLWE2YzItNmI5ODU5NDQ2NTgzXkEyXkFqcGdeQXVyNjk2Mjc2OTI@._V1_UX67_CR0,0,67,98_AL_.jpg"
133,Late Night (2019),6.5,"Comedy, Drama","https://m.media-amazon.com/images/M/MV5BNjZmOTEwMGEtOWVmMy00Njg4LWI1OGEtMGYwN2VmYzJiYzAzXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_UX67_CR0,0,67,98_AL_.jpg"
134,The Beach Bum (2019),5.5,Comedy,"https://m.media-amazon.com/images/M/MV5BMTY3MDUzMTAzOV5BMl5BanBnXkFtZTgwNDk3ODQyNzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
135,47 Meters Down_ Uncaged (2019),5.1,"Adventure, Drama, Horror","https://m.media-amazon.com/images/M/MV5BMDc1MmVjMDQtOGU3OS00OTJkLWJmOGQtNDMzMWRjNDAzY2Y2XkEyXkFqcGdeQXVyMTk5MzE1MTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
136,Dream Girl (2019),7.5,"Comedy, Romance","https://m.media-amazon.com/images/M/MV5BNmUyMzU3YjgtZTliNS00NWM2LWI5ODgtYWE3ZjAzODgyNjNhXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY98_CR0,0,67,98_AL_.jpg"
137,Tolkien (2019),6.8,"Biography, Drama, War","https://m.media-amazon.com/images/M/MV5BMjUzNzA1MDczOF5BMl5BanBnXkFtZTgwODY5OTI2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
138,Avengement (2019),6.5,"Action, Crime, Thriller","https://m.media-amazon.com/images/M/MV5BYmZlN2NiNzMtMjdmOS00OGQ3LTkxMTctOTM3MWQ0ZGEyMjM0XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UX67_CR0,0,67,98_AL_.jpg"
139,Laal Kaptaan (2019),6.8,"Action, Drama","https://m.media-amazon.com/images/M/MV5BYjY4NjMwYTgtZTVkYy00MTQ2LWIzMzYtNjc2MDQ0Mzg4MjlmXkEyXkFqcGdeQXVyNzQ3NDU1ODQ@._V1_UY98_CR0,0,67,98_AL_.jpg"
140,The Lego Movie 2_ The Second Part (2019),6.7,"Animation, Action, Adventure","https://m.media-amazon.com/images/M/MV5BMTkyOTkwNDc1N15BMl5BanBnXkFtZTgwNzkyMzk3NjM@._V1_UX67_CR0,0,67,98_AL_.jpg"
141,Running with the Devil (2019),5.4,"Crime, Drama, Thriller","https://m.media-amazon.com/images/M/MV5BNTViM2Q5MGQtM2E1ZS00ZjQ1LWJlYTItYjJkNzc2ZTk3ZmVmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
142,Black and Blue (2019),4.2,"Action, Crime, Drama","https://m.media-amazon.com/images/M/MV5BMmZhZmQ1YjYtMmZkZC00ZTIxLTg5YTctMDczZGJmZTllYjBkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
143,The Poison Rose (2019),4.6,"Drama, Thriller","https://m.media-amazon.com/images/M/MV5BMTU2NDkwNDQ5N15BMl5BanBnXkFtZTgwOTM2NTcwODM@._V1_UX67_CR0,0,67,98_AL_.jpg"
144,Serenity (2019),5.3,"Drama, Mystery, Thriller","https://m.media-amazon.com/images/M/MV5BY2VjNGFkZmUtMTI1MS00YmRiLTg1MmUtYzI0ODM1OWRkMjIyXkEyXkFqcGdeQXVyOTIxNTAyMzU@._V1_UX67_CR0,0,67,98_AL_.jpg"
145,The Angry Birds Movie 2 (2019),6.4,"Animation, Adventure, Comedy","https://m.media-amazon.com/images/M/MV5BYzdkNGJhNzQtMjY1OC00MDI3LTk0ZDUtNzU0MGZiY2YwZGUxXkEyXkFqcGdeQXVyNzMxNjQxMTk@._V1_UX67_CR0,0,67,98_AL_.jpg"
146,Pet Sematary (2019),5.8,"Horror, Mystery, Thriller","https://m.media-amazon.com/images/M/MV5BZTgxMGQwM2UtZTAxNi00M2JhLTk4ZTgtZmFlODI0NmI3ZDViXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
147,Polar (2019),6.3,"Action, Crime, Drama","https://m.media-amazon.com/images/M/MV5BMzA5MjNjODEtOWYxYi00OTdmLTlhNTAtN2VhMTMxNWJjM2ZmXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_UX67_CR0,0,67,98_AL_.jpg"
148,Spies in Disguise (2019),,"Animation, Action, Adventure","https://m.media-amazon.com/images/M/MV5BNzg1MzM3OWUtNjgzZC00NjMzLWE1NzAtOThiMDgyMjhhZDBhXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_UX67_CR0,0,67,98_AL_.jpg"
149,Low Tide (2019),6.1,"Drama, Thriller","https://m.media-amazon.com/images/M/MV5BMGM0M2Y5MGItNzhiMC00OWJjLTlkMGQtMTVjOGQ4YzliODBhXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
150,Angel of Mine (2019),6.7,"Drama, Mystery, Thriller","https://m.media-amazon.com/images/M/MV5BYjgyNzFhZTctNjQ3Yy00NzBkLWI0MzItMWNjNzQ4ZDgzNDRiXkEyXkFqcGdeQXVyNjA3MzE2ODE@._V1_UX67_CR0,0,67,98_AL_.jpg"
151,Monos (2019),7.4,"Drama, Thriller","https://m.media-amazon.com/images/M/MV5BYTA0ZDllNTYtY2ExYS00NGJlLWEzNGEtMjhkMzdhYjViMjZiXkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
152,Can You Keep a Secret (2019),5.2,"Comedy, Romance","https://m.media-amazon.com/images/M/MV5BMGYxNjQ0MDItODllNS00MTY2LTg2ZGItMzQ0YWNhMjVmNTFjXkEyXkFqcGdeQXVyNDM2NTg0OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
153,The Farewell (2019),8.1,"Comedy, Drama","https://m.media-amazon.com/images/M/MV5BMWE3MjViNWUtY2VjYS00ZDBjLTllMzYtN2FkY2QwYmRiMDhjXkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_UX67_CR0,0,67,98_AL_.jpg"
154,21 Bridges (2019),6.5,"Action, Crime, Drama","https://m.media-amazon.com/images/M/MV5BYTg4YzEzNDQtZDAxOS00M2YyLTljZWEtNjk4YTc4NDM2NTBhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
155,Triple Frontier (2019),6.5,"Action, Adventure, Crime","https://m.media-amazon.com/images/M/MV5BODU4MzM2MDAxMl5BMl5BanBnXkFtZTgwNDEzNjM0NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
156,The Aeronauts (2019),6.2,"Action, Adventure, Biography","https://m.media-amazon.com/images/M/MV5BMDM3MjZiNWItOTAxNy00ODJjLTlmNWEtMTFiNjU5YTlmZDcwXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_UX67_CR0,0,67,98_AL_.jpg"
157,10 Minutes Gone (2019),3.5,"Action, Crime, Mystery","https://m.media-amazon.com/images/M/MV5BZDdiYjg2ZDEtMGY4MS00OTNiLWJjYzctNzUyYjk3ZmJkMzRkXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
158,The Red Sea Diving Resort (2019),6.5,"Drama, History, Thriller","https://m.media-amazon.com/images/M/MV5BMjZiYWI3MWMtM2NiZi00Y2E0LWI1ODctNmNhMDUyNGMzODkwXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
159,The Fanatic (2019),3.9,Thriller,"https://m.media-amazon.com/images/M/MV5BNmM4ZGM3MGItZjg3My00MDNlLWJhMDktZWFhNDNkNDJjOTA5XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UX67_CR0,0,67,98_AL_.jpg"
160,Seberg (2019),5.7,"Biography, Drama, Thriller","https://m.media-amazon.com/images/M/MV5BZmJjZWY1MGQtNTdhZC00NTBhLWJjYTYtNzdmMTNhOTJmNDhjXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_UX67_CR0,0,67,98_AL_.jpg"
161,Harpoon (2019),5.9,"Comedy, Horror","https://m.media-amazon.com/images/M/MV5BOGE5ZDI2NmUtZTU5Yi00NDVhLTk4OTItYzUyYWE5MzQ4OWYwXkEyXkFqcGdeQXVyOTMzOTMzMTg@._V1_UX67_CR0,0,67,98_AL_.jpg"
162,A.M.I. (2019),4,Horror,"https://m.media-amazon.com/images/M/MV5BMWIyOTk0ZTYtN2ZhNi00OGEzLTkyNjgtMTNmZjBiNzgxZDZlXkEyXkFqcGdeQXVyNzE4MjE0MA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
163,Housefull 4 (2019),,"Action, Comedy, Fantasy","https://m.media-amazon.com/images/M/MV5BYjIyODM0OTAtMmYwNS00YTA1LTkwMjctYzcwZWFhZjcyMWM2XkEyXkFqcGdeQXVyOTAzMTc2MjA@._V1_UY98_CR0,0,67,98_AL_.jpg"
164,Escape Room (2019),6.3,"Action, Adventure, Horror","https://m.media-amazon.com/images/M/MV5BMjQ2NDMwMTY3MF5BMl5BanBnXkFtZTgwNDg5OTc1NjM@._V1_UX67_CR0,0,67,98_AL_.jpg"
165,Ready to Mingle (2019),6,Comedy,"https://m.media-amazon.com/images/M/MV5BZjU3YzUzZjItNDAwYy00NTAyLWJmMGUtZjExNDNmYzE0MzhjXkEyXkFqcGdeQXVyMjM0MDgwMA@@._V1_UY98_CR1,0,67,98_AL_.jpg"
166,Waves (2019),7.8,"Drama, Romance","https://m.media-amazon.com/images/M/MV5BMWE2OTdiY2MtM2ViNy00NmExLWIxZjYtYTVkNGJkNzgwYjVmXkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_UX67_CR0,0,67,98_AL_.jpg"
167,A Shaun the Sheep Movie_ Farmageddon (2019),7.1,"Animation, Adventure, Comedy","https://m.media-amazon.com/images/M/MV5BNTdjZjBkMDMtODBlNi00N2E0LWE1OGItOTgxODNmMDkzNGJmXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
168,Black Christmas (2019),,"Horror, Mystery, Thriller","https://m.media-amazon.com/images/M/MV5BNjg1YjI4ZjItNGU4MC00M2YyLWE4MjEtM2E4MmVmZTllOTk5XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
169,I Am Mother (2019),6.8,"Drama, Horror, Sci-Fi","https://m.media-amazon.com/images/M/MV5BMTkxMTczNTA4Nl5BMl5BanBnXkFtZTgwNDAyMzgwODM@._V1_UX67_CR0,0,67,98_AL_.jpg"
170,How to Train Your Dragon_ The Hidden World (2019),7.5,"Animation, Action, Adventure","https://m.media-amazon.com/images/M/MV5BMjIwMDIwNjAyOF5BMl5BanBnXkFtZTgwNDE1MDc2NTM@._V1_UX67_CR0,0,67,98_AL_.jpg"
171,Falling Inn Love (2019),5.6,"Comedy, Romance","https://m.media-amazon.com/images/M/MV5BNWE1NmMzNjUtMDc3NS00ZjBlLTllMTktZTVkMWQzZGVlYzdhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
172,Chhichhore (2019),8.5,"Comedy, Drama","https://m.media-amazon.com/images/M/MV5BYjg2ZDI2YTYtN2EwYi00YWI5LTgyMWQtMWFkYmE3NmJkOGVhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg"
173,Mary (2019),4.4,Horror,"https://m.media-amazon.com/images/M/MV5BNzk1MGYyYmQtZjA3NC00ZWZiLTg1NWMtMjEwNTVlODM5OWVkXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UX67_CR0,0,67,98_AL_.jpg"
174,Dark Waters (2019),,"Biography, Drama, History","https://m.media-amazon.com/images/M/MV5BODQ0M2Y5M2QtZGIwMC00MzJjLThlMzYtNmE3ZTMzZTYzOGEwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
175,The Curse of La Llorona (2019),5.4,"Horror, Mystery, Thriller","https://m.media-amazon.com/images/M/MV5BNjU4NjU4ZDktOTg2Ny00MWI2LThiMTAtMGFkZGE1MWI5MzhjXkEyXkFqcGdeQXVyODQxMTI4MjM@._V1_UX67_CR0,0,67,98_AL_.jpg"
176,Mister America (2019),6.8,Comedy,"https://m.media-amazon.com/images/M/MV5BODE2MTA3ODItMTU1Ni00ZWNhLTg4N2YtZjEyYWFiYzZlODI3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
177,Color Out of Space (2019),6.5,"Horror, Sci-Fi","https://m.media-amazon.com/images/M/MV5BMzhhMDhmODYtODFhYS00MzZlLWEyOWEtODY0ZDBjYjA2OTUzXkEyXkFqcGdeQXVyMDU0NjA0Ng@@._V1_UY98_CR5,0,67,98_AL_.jpg"
178,The Report (2019),7.1,"Drama, Thriller","https://m.media-amazon.com/images/M/MV5BZGI3ZGNkOGItNWU3ZS00NDIyLTljZjEtZTk5NzkxMjYwMjEzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
179,Honey Boy (2019),6.5,Drama,"https://m.media-amazon.com/images/M/MV5BZWQ5YThjZjAtNWM3ZC00MDJjLWIzNDktY2Y2Y2FmMTFiNWJmXkEyXkFqcGdeQXVyMTA2MDQ3MTQ3._V1_UX67_CR0,0,67,98_AL_.jpg"
180,The Banana Splits Movie (2019),5,"Comedy, Horror, Sci-Fi","https://m.media-amazon.com/images/M/MV5BYWVjMGI4ZTAtOTJjYS00NjZkLWEzZGUtNDMxZTEyMjE5ODdjXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
181,Escape Plan_ The Extractors (2019),4.4,"Action, Crime, Thriller","https://m.media-amazon.com/images/M/MV5BMDQ2ZjUxMGUtMDg1Yy00ZWE4LWIyZTMtNThiN2IwZmE4ZDVkXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_UY98_CR7,0,67,98_AL_.jpg"
182,Playing with Fire (2019),,"Comedy, Family","https://m.media-amazon.com/images/M/MV5BNTg4YjQyMDAtZWFiYi00OTMzLWJiYTgtMzRiNWMzMTAzMDQ0XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
183,The Lodge (2019),6.7,"Drama, Horror, Thriller","https://m.media-amazon.com/images/M/MV5BNzM1MTA3NTAwOV5BMl5BanBnXkFtZTgwNDA1NTYwODM@._V1_UX67_CR0,0,67,98_AL_.jpg"
184,Domino (2019),4.4,"Crime, Thriller","https://m.media-amazon.com/images/M/MV5BNzU5NTIwMjI2OF5BMl5BanBnXkFtZTgwNDg1MTE4NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
185,Dumbo (2019),6.3,"Adventure, Family, Fantasy","https://m.media-amazon.com/images/M/MV5BNjMxMDE0MDI1Ml5BMl5BanBnXkFtZTgwMzExNTU3NjM@._V1_UX67_CR0,0,67,98_AL_.jpg"
186,Rogue Warfare (2019),3.2,Action,"https://m.media-amazon.com/images/M/MV5BNzIyYzk1ZjAtMzJiYS00YTYyLTg0MDItMWYzMjM3ZGYyYmQ1XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UX67_CR0,0,67,98_AL_.jpg"
187,Portals (2019),,Sci-Fi,"https://m.media-amazon.com/images/M/MV5BMTc1NDMxYzYtOTJjOC00YTQ2LTg4NWEtYzJmZmU2ZmY2N2ZiXkEyXkFqcGdeQXVyNjI2ODQwNzQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
